City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
230,naudero,27.6648,68.3622,20.01,23,93,2.36,PK,1700158003
231,pavlovo,55.9686,43.0912,-1.37,88,94,2.81,RU,1700157813
232,vorgashor,67.5833,63.95,-14.41,96,100,4.99,RU,1700158003
233,conde,-7.2597,-34.9075,28.7,70,75,5.14,BR,1700158003
234,toliara,-23.35,43.6667,25.85,61,0,5.72,MG,1700157737
235,shizunai-furukawacho,42.3339,142.3669,8.33,71,100,9.86,JP,1700158003
236,bayanaul,50.7889,75.6956,5.59,49,100,3.67,KZ,1700158003
237,sar-e pul,35.8333,66.1667,14.03,18,96,3.26,AF,1700158004
238,soe,-9.8607,124.284,20.26,94,30,0.76,ID,1700158004
239,kindu,-2.95,25.95,22.36,99,100,0.88,CD,1700158004
240,lodwar,3.1191,35.5973,30.43,48,35,6.65,KE,1700158004
241,flying fish cove,-10.4217,105.6791,25.82,83,100,3.6,CX,1700158004
242,ancud,-41.8697,-73.8203,11.02,97,100,9.8,CL,1700158004
243,charters towers,-20.1,146.2667,20.61,70,6,4.6,AU,1700158005
244,pisco,-13.7,-76.2167,22.23,78,0,4.63,PE,1700158005
245,belyy yar,53.6039,91.3903,-8.06,93,100,1.0,RU,1700158005
246,tamanrasset,22.785,5.5228,21.95,20,0,4.12,DZ,1700157892
247,bharatpur,27.2167,77.4833,18.91,37,0,1.34,IN,1700158005
248,weno,7.4515,151.8468,27.26,83,100,4.38,FM,1700158005
249,muynoq,43.7683,59.0214,11.83,78,78,3.28,UZ,1700158005
250,ta`u,-14.2336,-169.5144,27.89,82,96,4.88,AS,1700158005
251,oranjemund,-28.55,16.4333,17.62,84,82,2.05,NA,1700158005
252,santa elena de uairen,4.6167,-61.1333,26.64,63,43,2.63,VE,1700158006
253,belmonte,-15.8631,-38.8828,29.34,60,81,3.84,BR,1700157836
254,yeppoon,-23.1333,150.7333,22.88,85,22,1.48,AU,1700158006
255,nema,57.5067,50.5011,-1.2,95,100,2.15,RU,1700158006
256,uturoa,-16.7333,-151.4333,25.8,75,94,10.37,PF,1700158006
257,igarka,67.4667,86.5833,-20.96,100,55,2.36,RU,1700158007
258,keflavik,64.0049,-22.5624,3.24,87,0,3.6,IS,1700158007
259,kattivakkam,13.2167,80.3167,27.26,83,80,4.51,IN,1700158007
260,fale old settlement,-9.3852,-171.2468,29.1,74,82,3.36,TK,1700157878
261,newman,37.3138,-121.0208,19.02,80,44,0.45,US,1700157870
262,ust-nera,64.5667,143.2,-24.37,98,89,3.88,RU,1700158007
263,labuan,5.2767,115.2417,26.29,86,99,5.28,MY,1700158007
264,chita,52.0333,113.55,-18.06,77,28,2.0,RU,1700158007
265,sosnovka,56.255,51.2842,1.1,84,100,1.94,RU,1700158008
266,es castell,39.8795,4.2854,18.38,100,20,3.09,ES,1700158008
267,taoudenni,22.6783,-3.9836,29.03,14,68,4.26,ML,1700158008
268,touros,-5.1989,-35.4608,29.21,62,62,7.3,BR,1700158008
269,hasaki,35.7333,140.8333,12.38,68,100,8.84,JP,1700157853
270,port saint john's,-31.6229,29.5448,22.62,74,100,1.86,ZA,1700158008
271,an nuhud,12.7,28.4333,26.83,25,36,6.37,SD,1700158008
272,eyl,7.9803,49.8164,27.41,78,69,3.81,SO,1700158008
273,kailua-kona,19.6406,-155.9956,25.28,74,40,2.57,US,1700158008
274,old town,50.087,14.4202,8.59,83,75,4.63,CZ,1700157719
275,taro,-8.3862,115.28,23.0,94,57,0.21,ID,1700158009
276,quatre cocos,-20.2078,57.7625,25.31,79,99,1.82,MU,1700158009
277,hoganas,56.1997,12.558,4.97,70,100,6.26,SE,1700158009
278,kremnica,48.7052,18.9183,4.03,92,90,1.59,SK,1700158009
279,chernyshevskiy,63.0128,112.4714,-3.35,95,100,4.98,RU,1700158009
280,muisne,0.6,-80.0333,26.25,81,97,4.97,EC,1700158009
281,salinopolis,-0.6136,-47.3561,29.7,65,64,5.16,BR,1700158009
282,san julian,21.0167,-102.1667,21.45,36,1,2.79,MX,1700158010
283,inirida,3.8653,-67.9239,35.1,45,61,0.64,CO,1700158010
284,kristiansund,63.1115,7.732,-0.64,69,0,1.54,NO,1700158010
285,bei'an,24.5399,109.533,10.05,78,80,2.22,CN,1700158010
286,verdal,63.7933,11.4817,-7.98,68,3,1.55,NO,1700158010
287,borogontsy,62.6683,131.1683,-18.66,97,100,2.84,RU,1700158010
288,kamloops,50.6665,-120.3192,0.87,83,75,4.12,CA,1700157920
289,lanxi,29.2195,119.477,7.45,69,20,1.9,CN,1700158010
290,nobres,-14.7203,-56.3275,43.13,15,9,4.51,BR,1700158010
291,huarmey,-10.0681,-78.1522,23.39,73,61,5.52,PE,1700158010
292,saint croix,17.7397,-64.7388,31.25,68,40,6.17,VI,1700158011
293,coruripe,-10.1256,-36.1756,29.36,60,34,6.88,BR,1700158011
294,champerico,14.3,-91.9167,29.31,72,13,2.19,GT,1700158011
295,tiruchchendur,8.4833,78.1167,27.46,79,97,2.81,IN,1700158011
296,tadmait,36.7441,3.9005,18.58,56,30,0.74,DZ,1700158011
297,la foa,-21.7108,165.8276,21.23,85,4,1.45,NC,1700158011
298,nabire,-3.3667,135.4833,24.53,84,100,1.96,ID,1700158011
299,amlame,7.4667,0.9,27.15,60,59,1.93,TG,1700158011
300,namsos,64.4662,11.4957,-7.97,67,12,5.14,NO,1700158012
301,arta,39.1606,20.9853,17.8,80,43,1.14,GR,1700158012
302,pandan,14.0453,124.1694,26.41,86,98,7.69,PH,1700158012
303,ar rutbah,33.0381,40.2848,17.76,49,0,2.37,IQ,1700158012
